date,start_date,end_date,OT,fact,preds,text_source,text_start_date,text_end_date,text_age_days,text_window_days
1976-12-01,1976-12-01,1976-12-31,7.4,No information available,No information available,none,,,,31
1977-01-01,1977-01-01,1977-01-31,8.3,No information available,No information available,none,,,,31
1977-02-01,1977-02-01,1977-02-28,8.5,No information available,No information available,none,,,,31
1977-03-01,1977-03-01,1977-03-31,7.9,No information available,No information available,none,,,,31
1977-04-01,1977-04-01,1977-04-30,6.9,No information available,No information available,none,,,,31
1977-05-01,1977-05-01,1977-05-31,6.4,No information available,No information available,none,,,,31
1977-06-01,1977-06-01,1977-06-30,7.5,No information available,No information available,none,,,,31
1977-07-01,1977-07-01,1977-07-31,7.0,No information available,No information available,none,,,,31
1977-08-01,1977-08-01,1977-08-31,6.8,No information available,No information available,none,,,,31
1977-09-01,1977-09-01,1977-09-30,6.6,No information available,No information available,none,,,,31
1977-10-01,1977-10-01,1977-10-31,6.4,No information available,No information available,none,,,,31
1977-11-01,1977-11-01,1977-11-30,6.5,No information available,No information available,none,,,,31
1977-12-01,1977-12-01,1977-12-31,6.0,No information available,No information available,none,,,,31
1978-01-01,1978-01-01,1978-01-31,7.1,No information available,No information available,none,,,,31
1978-02-01,1978-02-01,1978-02-28,6.9,No information available,No information available,none,,,,31
1978-03-01,1978-03-01,1978-03-31,6.6,No information available,No information available,none,,,,31
1978-04-01,1978-04-01,1978-04-30,5.8,No information available,No information available,none,,,,31
1978-05-01,1978-05-01,1978-05-31,5.5,No information available,No information available,none,,,,31
1978-06-01,1978-06-01,1978-06-30,6.2,No information available,No information available,none,,,,31
1978-07-01,1978-07-01,1978-07-31,6.3,No information available,No information available,none,,,,31
1978-08-01,1978-08-01,1978-08-31,5.9,No information available,No information available,none,,,,31
1978-09-01,1978-09-01,1978-09-30,5.8,No information available,No information available,none,,,,31
1978-10-01,1978-10-01,1978-10-31,5.4,No information available,No information available,none,,,,31
1978-11-01,1978-11-01,1978-11-30,5.6,No information available,No information available,none,,,,31
1978-12-01,1978-12-01,1978-12-31,5.7,No information available,No information available,none,,,,31
1979-01-01,1979-01-01,1979-01-31,6.4,No information available,No information available,none,,,,31
1979-02-01,1979-02-01,1979-02-28,6.4,No information available,No information available,none,,,,31
1979-03-01,1979-03-01,1979-03-31,6.1,No information available,No information available,none,,,,31
1979-04-01,1979-04-01,1979-04-30,5.5,No information available,No information available,none,,,,31
1979-05-01,1979-05-01,1979-05-31,5.2,No information available,No information available,none,,,,31
1979-06-01,1979-06-01,1979-06-30,6.0,No information available,No information available,none,,,,31
1979-07-01,1979-07-01,1979-07-31,5.9,No information available,No information available,none,,,,31
1979-08-01,1979-08-01,1979-08-31,5.9,No information available,No information available,none,,,,31
1979-09-01,1979-09-01,1979-09-30,5.7,No information available,No information available,none,,,,31
1979-10-01,1979-10-01,1979-10-31,5.6,No information available,No information available,none,,,,31
1979-11-01,1979-11-01,1979-11-30,5.6,No information available,No information available,none,,,,31
1979-12-01,1979-12-01,1979-12-31,5.7,No information available,No information available,none,,,,31
1980-01-01,1980-01-01,1980-01-31,6.9,"The article is from January 27, 1980, and discusses the economic situation in Breezewood, where merchants are struggling and ""down to counting pennies.""","In the long term, it is possible that the economic situation in Breezewood will recover, but it may require significant changes or investments to stimulate growth and development.;In the short term, it is likely that the economic situation in Breezewood will continue to be challenging, with businesses potentially facing further financial strain.",search,1980-01-21,1980-01-27,4.0,31
1980-02-01,1980-02-01,1980-02-29,6.8,The US unemployment rate was rising in February 1980.,NA (Not enough information to make long-term predictions) Note: The information provided is limited to a specific time period (February 1980) and does not provide enough context to make predictions about the future.;NA (Not enough information to make short-term predictions),search,1980-02-18,1980-02-24,5.0,31
1980-03-01,1980-03-01,1980-03-31,6.6,The inflation rate in West Germany and Japan was lower than in the United States in 1980. Wholesale prices climbed more in the US than in West Germany and Japan.,"In the long term, the economic policies implemented in 1980, such as those in the UK, may lead to a shift towards more conservative economic policies aimed at reducing inflation and promoting growth.;In the short term, it is likely that the US will continue to struggle with high inflation rates and unemployment concerns, while West Germany and Japan may maintain their lower inflation rates.",search,1980-03-24,1980-03-30,1.0,31
1980-04-01,1980-04-01,1980-04-30,6.7,The minimum wage rates for the United States in 1980 was set.,NA;NA,search,1980-04-21,1980-04-27,3.0,31
1980-05-01,1980-05-01,1980-05-31,7.1,The unemployment rate in the Southend-on-Sea travel-to-work area was 15.9% in October 1982.,"In the long term, it is possible that the implementation of policies addressing unemployment, social insecurity, and anxiety may lead to economic stability and growth.;In the short term, it is likely that unemployment rates will remain high, particularly in areas with high ethnic mix and among young people.",search,1980-05-19,1980-05-25,6.0,31
1980-06-01,1980-06-01,1980-06-30,7.8,Objective facts about the Economics situation: The unemployment rate in May 1980 was 8.4 percent.,Predictions you can make for the long-term future (next few months): The high unemployment rate and inflation in 1980 may lead to a decline in economic growth and potentially trigger a recession in the near future.;Predictions you can make for the short-term future (next 1-4 weeks): NA,search,1980-06-23,1980-06-29,1.0,31
1980-07-01,1980-07-01,1980-07-31,7.9,Objective facts about the Economics situation: The national unemployment rate was rising in the summer of 1980 in the United States. The United States had a unique tradition of leadership at every level of government and in private life in 1980.,"Long-term predictions (next few months): The focus on education and its impact on income may lead to increased investments in education, which could have a positive impact on the economy in the long run.;Short-term predictions (next 1-4 weeks): NA",search,1980-07-14,1980-07-20,11.0,31
1980-08-01,1980-08-01,1980-08-31,7.6,"The unemployment rate was a significant concern in 1980, with high levels considered unacceptable.",NA;NA,search,1980-08-25,1980-08-31,0.0,31
1980-09-01,1980-09-01,1980-09-30,7.2,"The rate of resettlement increased in 1980, which led to increased levels of unemployment and economic difficulties in Switzerland and the United States.",NA;NA,search,1980-09-22,1980-09-28,2.0,31
1980-10-01,1980-10-01,1980-10-31,7.1,The economy in 1980 was experiencing high unemployment and inflation rates.,"In the long-term, the economy may experience a slowdown in growth and progress if the high unemployment and inflation rates are not addressed, leading to deep trouble for the country. Note: The information provided is limited to a specific time period (October 1980) and does not provide a comprehensive view of the economy. The insights and predictions are based on the available information and may not be accurate or relevant to the current economic situation.;In the short-term, the economy is likely to continue experiencing high unemployment and inflation rates, with no immediate signs of improvement.",search,1980-10-20,1980-10-26,5.0,31
1980-11-01,1980-11-01,1980-11-30,7.1,"The unemployment rate in Belgium is higher than in the UK, and in the United States, there are 900,000 people out of work.",NA;NA,search,1980-11-24,1980-11-30,0.0,31
1980-12-01,1980-12-01,1980-12-31,6.9,"The National Energy Program was introduced on December 23, 1980, in response to severe recession and unemployment in industrialized countries.",NA;NA,search,1980-12-22,1980-12-28,3.0,31
1981-01-01,1981-01-01,1981-01-31,8.2,"Unemployment rates were high in the UK and the US in 1981, with the US rate reaching 10% and the UK having one of the highest rates.","In the long-term, the economic situation may improve with the implementation of new policies, such as tax cuts, and investment in projects that can create jobs and stimulate growth.;In the short-term, it is likely that unemployment rates will remain high, and economic growth will be slow, until new policies and stimulus packages take effect.",search,1981-01-19,1981-01-25,6.0,31
1981-02-01,1981-02-01,1981-02-28,8.0,"The White House Report on the Program for Economic Recovery in 1981 stated that the upward movements in inflation had not brought falling unemployment rates, nor had high unemployment brought lower inflation.","In the long-term, the success of these economic reforms will depend on the ability to stimulate economic growth, reduce inflation, and create jobs, which may lead to a more stable economic environment.;In the short-term, it is likely that the administration will continue to push for spending cuts and economic reforms to address the high inflation and unemployment rates.",search,1981-02-16,1981-02-22,6.0,31
1981-03-01,1981-03-01,1981-03-31,7.7,The unemployment rate is a concern in the United States and Europe in March 1981.,"If the unemployment rate is not addressed, it could lead to long-term economic consequences, such as slowed economic growth and increased poverty rates. Note: The provided search results do not offer a comprehensive view of the economic situation in March 1981, and the predictions made are based on limited information.;It is likely that the unemployment rate will continue to be a concern in the short term, potentially affecting the overall economic situation.",search,1981-03-23,1981-03-29,2.0,31
1981-04-01,1981-04-01,1981-04-30,7.0,"The unemployment rate is a concern in the United States in 1981, with people wondering about job prospects after education.","In the long term, the concentration of defense contracts and regional economic disparities could lead to structural economic imbalances and vulnerabilities.;In the short term, the unemployment rate may continue to be a concern, with potential impacts on consumer spending and economic growth.",search,1981-04-20,1981-04-26,4.0,31
1981-05-01,1981-05-01,1981-05-31,7.1,The unemployment rate in the United States was almost at a certain level in May 1981.,NA;NA,search,1981-05-25,1981-05-31,0.0,31
